gsis_id,target_share,catch_rate,ypt,rush_share,ypc,i10_target_share,i10_carry_share,targets_n,team_targets_n,carries_n,team_carries_n,i10_targets_n,i10_carries_n,n_games,team_prior,full_name,snap_pct_25
00-0037745,0.01923,1.0,8.0,0.09091,3.66667,0.0,,1.0,52,3.0,33,4.0,0.0,4,CAR,Velus Jones Jr.,0.03
00-0037746,0.05896,0.8,6.36,0.425,4.27273,0.0,0.44444,25.0,424,187.0,440,30.0,54.0,17,WAS,Brian Robinson,0.51571
00-0037801,0.09123,0.59615,8.07692,0.04278,5.75,0.06667,0.0,52.0,570,16.0,374,30.0,22.0,17,DAL,KaVontae Turpin,0.26706
00-0037805,0.06349,0.64286,3.75,0.0,,0.0,0.0,28.0,441,0.0,292,36.0,15.0,17,NYJ,Jeremy Ruckert,0.36765
00-0037809,0.147,0.73239,6.80282,0.0024,17.0,0.08333,0.0,71.0,483,1.0,416,24.0,26.0,17,TEN,Chig Okonkwo,
00-0037816,0.1973,0.63014,8.23288,0.0,,0.17391,0.0,73.0,370,0.0,408,23.0,44.0,14,GB,Romeo Doubs,0.77385
00-0037827,0.0,,,0.075,2.33333,,0.0,0.0,18,3.0,40,0.0,4.0,1,PHI,Tyrion Davis-Price,0.08
00-0037834,0.0,,,0.14951,5.37705,0.0,0.17308,0.0,446,61.0,408,34.0,52.0,15,SF,Brock Purdy,0.98933
00-0037837,0.12554,0.62069,9.44828,0.0,,0.07407,0.0,58.0,462,0.0,519,27.0,49.0,18,PIT,Calvin Austin III,0.53647
00-0037838,0.14356,0.72414,8.22414,0.0,,0.32,0.0,58.0,404,0.0,481,25.0,40.0,18,BAL,Isaiah Likely,0.59375
00-0037840,0.07952,0.85,4.55,0.76145,4.11076,0.10811,0.78571,40.0,503,316.0,415,37.0,42.0,18,LA,Kyren Williams,0.86375
00-0038040,0.03019,0.75,3.75,0.3869,2.81538,0.0,0.33333,8.0,265,65.0,168,15.0,18.0,8,LV,Zamir White,0.305
00-0038041,0.16667,0.68605,5.74419,0.0,,0.11111,0.0,86.0,516,0.0,341,27.0,21.0,14,DAL,Jake Ferguson,0.65286
00-0038046,0.05584,0.81818,11.90909,0.00467,2.0,0.06667,0.0,11.0,197,1.0,214,15.0,19.0,15,BAL,Charlie Kolar,0.30077
00-0038090,0.0566,0.0,0.0,0.0,,0.0,0.0,3.0,53,0.0,60,2.0,7.0,6,KC,Skyy Moore,0.20333
00-0038092,0.06452,0.0,0.0,0.0,,0.0,0.0,2.0,31,0.0,18,3.0,2.0,2,MIA,Erik Ezukanma,0.14
00-0038098,0.05226,0.63636,4.72727,0.1,4.15385,0.0,0.0,22.0,421,26.0,260,19.0,21.0,14,CLE,Pierre Strong,0.19214
00-0038102,0.0,,,0.06034,2.42857,0.0,0.18182,0.0,63,7.0,116,3.0,11.0,21,PHI,Kenny Pickett,0.388
00-0038104,0.07339,0.5,5.875,0.0,,0.0,0.0,8.0,109,0.0,106,7.0,7.0,6,NE,Tyquan Thornton,0.295
00-0038108,0.0,,,0.05556,3.0,0.0,0.0,0.0,33,1.0,18,2.0,1.0,3,CLE,Bailey Zappe,0.9
00-0038115,0.06967,0.82353,7.35294,0.0,,0.0,0.0,17.0,244,0.0,148,13.0,9.0,17,NYG,Daniel Bellinger,0.33059
00-0038117,0.2509,0.66429,4.99286,0.0073,6.0,0.32143,0.0,140.0,558,3.0,411,28.0,31.0,17,NYG,Wan'Dale Robinson,0.75941
00-0038120,0.13694,0.75,6.35526,0.62353,4.13208,0.06977,0.72222,76.0,555,212.0,340,43.0,18.0,16,NYJ,Breece Hall,0.72375
00-0038122,0.0,,,0.10843,4.0,0.0,0.1,0.0,147,9.0,83,7.0,10.0,10,LV,Desmond Ridder,0.33333
00-0038123,0.0,,,0.04,10.0,0.0,,0.0,28,1.0,25,2.0,0.0,17,NYG,Dane Belton,0.0
00-0038124,0.135,0.53704,11.48148,0.00971,5.75,0.12,0.0,54.0,400,4.0,412,25.0,49.0,15,GB,Christian Watson,0.59067
00-0038128,0.0,,,0.08163,8.875,0.0,0.07143,0.0,112,16.0,196,6.0,14.0,18,GB,Malik Willis,0.46429
00-0038129,0.18954,0.67816,6.89655,0.00262,-4.0,0.19512,0.0,87.0,459,1.0,381,41.0,38.0,15,TB,Cade Otton,0.92857
00-0038134,0.13731,0.86792,5.64151,0.64557,3.7451,0.04167,0.6,53.0,386,153.0,237,24.0,25.0,11,SEA,Kenneth Walker III,0.63273
00-0038359,0.01852,1.0,3.0,0.05263,9.0,0.0,0.0,2.0,108,4.0,76,8.0,9.0,17,LA,Xavier Smith,0.03533
00-0038393,0.16239,0.51316,5.46053,0.0,,0.2069,0.0,76.0,468,0.0,517,29.0,58.0,18,GB,Dontayvion Wicks,0.54706
00-0038394,0.03493,0.5,3.625,0.0,,0.0,0.0,8.0,229,0.0,196,13.0,26.0,10,IND,Will Mallory,0.14
00-0038396,0.03274,0.90909,7.45455,0.05932,2.21429,0.07143,0.2,11.0,336,14.0,236,14.0,15.0,17,NYG,Eric Gray,0.09529
00-0038400,0.0,,,0.08333,1.0,0.0,,0.0,41,2.0,24,2.0,0.0,2,PHI,Tanner McKee,0.66
00-0038454,0.02174,1.0,28.0,0.19231,2.0,0.0,0.0,1.0,46,15.0,78,4.0,6.0,7,BAL,Keaton Mitchell,0.108
00-0038465,0.08228,0.76923,7.46154,0.0,,0.2,0.0,13.0,158,0.0,146,10.0,17.0,14,GB,Malik Heath,0.19846
00-0038476,0.0,,,0.18421,4.71429,0.0,0.0,0.0,64,7.0,38,3.0,6.0,6,NYG,Tommy DeVito,0.48667
00-0038489,0.04167,1.0,0.0,0.0,,0.0,0.0,1.0,24,0.0,45,1.0,2.0,11,PHI,Ben VanSumeren,0.03091
00-0038496,0.04135,0.54545,3.54545,0.00543,5.0,0.08,0.0,11.0,266,1.0,184,25.0,14.0,17,NYJ,Xavier Gipson,0.18118
00-0038498,0.0339,0.5,3.5,0.0,,0.5,0.0,2.0,59,0.0,64,2.0,4.0,12,PHI,E.J. Jenkins,0.16875
00-0038507,0.05263,0.5,2.75,0.0,,0.0,0.0,4.0,76,0.0,53,3.0,3.0,3,MIA,Grant DuBose,0.22667
00-0038519,0.35294,0.33333,8.0,0.0,,,,6.0,17,0.0,11,0.0,0.0,8,KC,Nikko Remigio,0.206
00-0038542,0.13333,0.84722,5.98611,0.63017,4.77377,0.05,0.68627,72.0,540,305.0,484,20.0,51.0,17,ATL,Bijan Robinson,0.75353
00-0038543,0.24126,0.72464,8.18841,0.01351,5.2,0.27586,0.0,138.0,572,5.0,370,29.0,35.0,17,SEA,Jaxon Smith-Njigba,0.86412
00-0038544,0.21311,0.6044,7.81319,0.00761,2.0,0.09524,0.0,91.0,427,3.0,394,21.0,46.0,16,LAC,Quentin Johnston,0.708
00-0038547,0.09424,0.75,6.69444,0.0,,0.0,0.0,36.0,382,0.0,249,17.0,19.0,17,DAL,Luke Schoonmaker,0.34471
00-0038550,0.0,,,0.04878,2.5,0.0,0.0,0.0,31,2.0,41,2.0,5.0,17,DET,Hendon Hooker,0.16333
00-0038551,0.04,0.625,4.125,0.31967,3.79487,0.0,1.0,8.0,200,39.0,122,6.0,1.0,6,NO,Kendre Miller,0.28
00-0038555,0.02532,0.58333,4.5,0.45528,4.55952,0.0,0.58333,12.0,474,168.0,369,34.0,36.0,16,JAX,Tank Bigsby,0.36125
00-0038558,0.07042,0.76,8.0,0.0,,0.08696,0.0,25.0,355,0.0,426,23.0,42.0,18,PIT,Darnell Washington,0.51235
00-0038559,0.1446,0.66197,7.71831,0.00232,7.0,0.17857,0.0,71.0,491,1.0,431,28.0,31.0,16,ARI,Michael Wilson,0.79562
00-0038563,0.13636,0.58025,6.65432,0.02426,4.88889,0.03333,0.02778,81.0,594,9.0,371,30.0,36.0,17,LV,Tre Tucker,0.87235
00-0038573,0.05263,0.76471,6.58824,0.0404,3.25,0.0,0.02381,17.0,323,12.0,297,16.0,42.0,16,LAC,Derius Davis,0.154
00-0038576,0.03448,1.0,5.0,0.0,,,0.0,1.0,29,0.0,16,0.0,2.0,8,CIN,Charlie Jones,0.055
00-0038579,0.0,,,0.11667,3.07143,0.0,0.09091,0.0,175,14.0,120,6.0,11.0,12,LV,Aidan O'Connell,0.70556
00-0038582,0.0,,,0.05263,-0.4,0.0,0.0,0.0,78,5.0,95,5.0,7.0,17,ARI,Clayton Tune,0.08167
00-0038583,0.0,,,0.18182,6.2,0.0,0.07692,0.0,188,20.0,110,9.0,13.0,11,CLE,Dorian Thompson-Robinson,0.40714
00-0038589,0.08962,0.73684,6.52632,0.0,,0.13043,0.0,38.0,424,0.0,369,23.0,22.0,17,TEN,Josh Whyle,0.32
00-0038597,0.1113,0.83077,5.53846,0.66092,4.30435,0.1129,0.65909,65.0,584,230.0,348,62.0,44.0,16,CIN,Chase Brown,0.6275
00-0038606,0.13766,0.60377,7.35849,0.0,,0.2381,0.0,53.0,385,0.0,285,21.0,21.0,17,JAX,Parker Washington,0.55294
00-0038608,0.15098,0.62319,8.53623,0.0,,0.12,0.0,69.0,457,0.0,366,25.0,23.0,16,NE,Kayshon Boutte,0.78067
00-0038611,0.00546,1.0,12.0,0.17857,4.94286,0.0,0.25806,1.0,183,35.0,196,12.0,31.0,9,WAS,Chris Rodriguez Jr.,0.11778
00-0038614,0.03623,0.8,5.6,0.0,,0.0,0.0,5.0,138,0.0,117,11.0,9.0,18,LAC,Scott Matlock,0.33647
00-0038618,0.05882,0.46154,4.5,0.0,,0.03226,0.0,26.0,442,0.0,349,31.0,30.0,18,HOU,Xavier Hutchinson,0.47062
00-0038619,0.09683,0.59016,7.85246,0.0,,0.14925,0.0,61.0,630,0.0,368,67.0,45.0,17,CIN,Andrei Iosivas,0.78412
00-0038621,0.18125,0.75862,7.13793,0.00746,5.33333,0.07692,0.0,87.0,480,3.0,402,26.0,25.0,17,NE,Demario Douglas,0.62647
00-0038622,0.0237,0.6,3.6,0.14407,4.11765,0.0,0.125,5.0,211,17.0,118,8.0,8.0,8,DAL,Deuce Vaughn,0.09714
00-0038636,0.01878,0.75,5.5,0.19872,5.54839,0.0,0.0,4.0,213,31.0,156,6.0,12.0,17,SEA,Kenny McIntosh,0.07471
00-0038640,0.06696,0.4,5.9,0.0,,0.13043,0.0,30.0,448,0.0,299,23.0,17.0,14,DAL,Jalen Brooks,0.38286
00-0038643,0.04762,0.0,0.0,0.0,,0.0,0.0,2.0,42,0.0,27,2.0,3.0,10,SF,Brayden Willis,0.037
00-0038647,0.06897,0.33333,3.66667,0.0,,0.0,0.0,6.0,87,0.0,93,6.0,16.0,9,SF,Ronnie Bell,0.19
00-0038678,0.08696,0.66667,3.94444,0.10526,3.5,0.0,0.0,18.0,207,20.0,190,6.0,16.0,11,NO,Jordan Mims,0.15182
00-0038679,0.03704,1.0,69.0,0.0,,0.0,0.0,1.0,27,0.0,32,1.0,3.0,3,BUF,Tyrell Shavers,0.16
00-0038685,0.04643,0.84615,5.30769,0.10256,5.08333,0.0,0.04348,13.0,280,36.0,351,16.0,46.0,16,GB,Chris Brooks,0.19667
00-0038705,0.05181,0.8,5.2,0.06877,9.29167,0.0,0.0,20.0,386,24.0,349,22.0,25.0,13,ARI,Emari Demercado,0.20308
00-0038710,0.03409,0.66667,5.66667,0.0,,0.06667,0.0,9.0,264,0.0,163,15.0,15.0,11,CLE,Blake Whiteheart,0.28
00-0038720,0.04651,0.6,5.0,0.0,,0.05128,0.0,20.0,430,0.0,307,39.0,31.0,16,MIA,Julian Hill,0.47875
00-0038738,0.03486,0.75,6.9375,0.03692,3.16667,0.0,0.07692,16.0,459,12.0,325,25.0,26.0,16,DAL,Hunter Luepke,0.3025
00-0038752,0.04478,0.72222,5.94444,0.0,,0.09091,0.0,18.0,402,0.0,219,22.0,22.0,17,SEA,Jake Bobo,0.29235
00-0038783,0.03916,0.93333,7.66667,0.0,,0.04348,0.0,15.0,383,0.0,312,23.0,25.0,18,DEN,Nate Adkins,0.37824
00-0038794,0.05284,0.88889,2.81481,0.26714,4.38938,0.07407,0.1875,27.0,511,113.0,423,27.0,32.0,17,DEN,Jaleel McLaughlin,0.28188
00-0038797,0.02991,0.78571,3.42857,0.19923,4.87379,0.0,0.13793,14.0,468,103.0,517,29.0,58.0,18,GB,Emanuel Wilson,0.23412
00-0038809,0.04545,0.8,8.4,0.0,,0.125,0.0,5.0,110,0.0,115,8.0,8.0,17,GB,Ben Sims,0.21294
00-0038821,0.05213,0.81818,11.27273,0.0,,0.05882,0.0,11.0,211,0.0,159,17.0,14.0,11,TB,Rakim Jarrett,0.325
00-0038824,0.07299,0.6,6.4,0.0,,0.04545,0.0,20.0,274,0.0,233,22.0,20.0,12,TB,Ryan Miller,0.36818
00-0038840,0.03704,1.0,-2.0,0.0,,0.0,0.0,1.0,27,0.0,34,2.0,6.0,2,WAS,Brycen Tremayne,0.13
00-0038920,0.03704,1.0,7.0,0.0,,0.0,0.0,1.0,27,0.0,20,2.0,5.0,8,LV,John Shenker,
00-0038933,0.20161,0.58667,5.97333,0.0,,0.17391,0.0,75.0,372,0.0,357,23.0,42.0,17,BUF,Dalton Kincaid,0.57
00-0038935,0.11597,0.75472,7.75472,0.0,,0.13793,0.0,53.0,457,0.0,325,29.0,26.0,17,JAX,Brenton Strange,0.54235
00-0038938,0.0546,0.42105,3.26316,0.0,,0.0,0.0,19.0,348,0.0,236,13.0,13.0,17,NYG,Jalin Hyatt,0.315
00-0038941,0.03125,1.0,5.0,0.0,,0.0,0.0,1.0,32,0.0,28,1.0,1.0,13,CHI,Tyler Scott,0.02545
00-0038951,0.03109,0.75,9.08333,0.16234,6.16,0.0,0.11111,12.0,386,50.0,308,36.0,27.0,18,TB,Sean Tucker,0.09235
00-0038976,0.10095,0.73585,9.45283,0.03133,3.23077,0.13793,0.0,53.0,525,13.0,415,29.0,33.0,18,DEN,Marvin Mims Jr.,0.26941
00-0038977,0.1804,0.62963,8.23457,0.02564,4.77778,0.14815,0.0,81.0,449,9.0,351,27.0,30.0,14,HOU,Tank Dell,0.68929
00-0038979,0.14697,0.56863,6.64706,0.0049,-5.0,0.21053,0.0,51.0,347,1.0,204,19.0,17.0,11,CLE,Cedric Tillman,0.54909
00-0038981,0.04167,1.0,1.0,0.0,,0.25,0.0,1.0,24,0.0,32,4.0,6.0,17,KC,Wanya Morris,0.63471
00-0038994,0.21322,0.63,8.75,0.00783,6.66667,0.27778,0.03125,100.0,469,3.0,383,36.0,32.0,16,MIN,Jordan Addison,0.81733
00-0038996,0.15171,0.70423,9.95775,0.0058,2.0,0.13793,0.0,71.0,468,3.0,517,29.0,58.0,18,GB,Tucker Kraft,0.85765
00-0038997,0.25476,0.6729,7.50467,0.00242,-1.0,0.31579,0.0,107.0,420,1.0,414,19.0,47.0,14,IND,Josh Downs,0.64429
00-0038998,0.0,,,0.09615,5.6,0.0,0.0,0.0,100,5.0,52,7.0,1.0,17,NO,Jake Haener,0.16125
00-0039021,0.05291,0.8,5.2,0.17572,2.72727,0.0,0.35714,20.0,378,55.0,313,23.0,28.0,14,CHI,Roschon Johnson,0.28143
00-0039032,0.09859,0.85714,6.4,0.28966,3.71429,0.0,0.31579,35.0,355,84.0,290,15.0,19.0,12,TEN,Tyjae Spears,0.4275
00-0039040,0.15183,0.89655,6.8046,0.46032,4.46798,0.11111,0.58974,87.0,573,203.0,441,45.0,39.0,17,MIA,De'Von Achane,0.62412
00-0039041,0.05701,0.83333,7.16667,0.0,,0.09091,0.0,24.0,421,0.0,385,22.0,28.0,17,ARI,Elijah Higgins,0.38059
00-0039050,0.08333,0.78571,8.21429,0.0,,0.15385,0.0,14.0,168,0.0,138,13.0,11.0,17,TB,Payne Durham,0.39688
00-0039052,0.05978,0.54545,7.81818,0.0,,0.0,0.0,22.0,368,0.0,257,31.0,30.0,16,TB,Trey Palmer,0.29533
00-0039062,0.08805,0.40476,3.97619,0.00573,2.5,0.03333,0.0,42.0,477,2.0,349,30.0,28.0,17,CAR,Jonathan Mingo,0.54
00-0039064,0.25546,0.63248,9.05128,0.01664,6.22222,0.22581,0.0,117.0,458,9.0,541,31.0,45.0,17,BAL,Zay Flowers,0.74647
00-0039065,0.1687,0.72289,8.74699,0.0,,0.225,0.0,83.0,492,0.0,476,40.0,61.0,17,DET,Sam LaPorta,0.84875
00-0039066,0.0796,0.65625,4.875,0.0,,0.09091,0.0,32.0,402,0.0,229,22.0,18.0,11,LV,Michael Mayer,0.63
00-0039067,0.33333,0.82759,9.93103,0.01235,1.0,0.2,0.0,29.0,87,1.0,81,5.0,10.0,4,KC,Rashee Rice,0.6025
00-0039074,0.05372,0.46154,3.0,0.0,,0.11765,0.0,13.0,242,0.0,133,17.0,16.0,17,LA,Davis Allen,0.31733
00-0039075,0.30056,0.73832,9.25234,0.03806,4.18182,0.14815,0.04167,107.0,356,11.0,289,27.0,24.0,13,LA,Puka Nacua,0.69727
00-0039139,0.12046,0.8254,7.55556,0.48356,5.648,0.04762,0.39394,63.0,523,250.0,517,42.0,66.0,18,DET,Jahmyr Gibbs,0.55294
00-0039144,0.0495,0.7,4.5,0.0,,0.06667,0.0,10.0,202,0.0,225,15.0,21.0,9,GB,Luke Musgrave,0.30714
00-0039146,0.16239,0.72368,11.27632,0.03868,8.15,0.17241,0.01724,76.0,468,20.0,517,29.0,58.0,18,GB,Jayden Reed,0.63176
00-0039150,0.0,,,0.12709,6.71053,0.0,0.21875,0.0,387,38.0,299,20.0,32.0,17,CAR,Bryce Young,0.86714
00-0039152,0.0,,,0.14286,4.30233,0.0,0.11765,0.0,343,43.0,301,13.0,17.0,14,TEN,Will Levis,0.85167
00-0039163,0.00206,0.0,0.0,0.10724,6.075,0.03125,0.08571,1.0,485,40.0,373,32.0,35.0,19,HOU,C.J. Stroud,0.93059
00-0039164,0.00365,1.0,-1.0,0.23881,6.35,0.0,0.34884,1.0,274,80.0,335,12.0,43.0,13,IND,Anthony Richardson,0.92545
00-0039165,0.09091,0.80769,5.61538,0.36486,4.21481,0.0,0.48571,52.0,572,135.0,370,29.0,35.0,17,SEA,Zach Charbonnet,0.52706
00-0039236,0.05929,0.33333,2.53333,0.0,,0.15,0.0,15.0,253,0.0,291,20.0,37.0,20,PHI,Johnny Wilson,0.33625
00-0039244,0.02899,0.5,-2.0,0.10638,2.4,0.0,0.0,2.0,69,5.0,47,2.0,3.0,9,BAL,Chris Collier,0.01
00-0039299,0.01667,1.0,-1.0,0.06383,3.33333,0.0,0.0,1.0,60,3.0,47,1.0,5.0,5,SEA,George Holani,0.016
00-0039316,0.02778,0.0,0.0,0.0,,0.0,,1.0,36,0.0,23,1.0,0.0,1,KC,Baylor Cupp,0.09
00-0039325,0.02933,0.63636,2.36364,0.18006,3.26786,0.0,0.17143,11.0,375,56.0,311,35.0,35.0,20,KC,Carson Steele,0.18765
00-0039337,0.35031,0.63372,7.0,0.01437,0.4,0.46154,0.04,172.0,491,5.0,348,26.0,25.0,15,NYG,Malik Nabers,0.906
00-0039338,0.25758,0.73203,7.80392,0.01348,2.6,0.26667,0.0,153.0,594,5.0,371,30.0,36.0,17,LV,Brock Bowers,0.84941
00-0039342,0.18124,0.57647,5.84706,0.01719,4.0,0.23333,0.0,85.0,469,6.0,349,30.0,36.0,16,CAR,Xavier Legette,0.69812
00-0039344,0.02804,1.0,7.66667,0.11842,2.44444,0.0,0.15385,3.0,107,9.0,76,6.0,13.0,3,CAR,Jonathon Brooks,0.11
00-0039355,0.06775,0.72,6.72,0.0,,0.12,0.0,25.0,369,0.0,360,25.0,42.0,20,WAS,Luke McCaffrey,0.36588
00-0039356,0.09471,0.76744,7.95349,0.0,,0.14286,0.0,43.0,454,0.0,346,28.0,33.0,16,CAR,Ja'Tavion Sanders,0.56125
00-0039359,0.05353,0.68182,6.04545,0.0,,0.04348,0.0,22.0,411,0.0,336,23.0,33.0,16,HOU,Cade Stover,0.404
00-0039361,0.09381,0.88679,7.39623,0.43949,5.42029,0.12,0.52381,53.0,565,207.0,471,50.0,42.0,18,TB,Bucky Irving,0.44412
00-0039363,0.04061,0.9375,9.5,0.23796,5.0,0.0,0.20408,16.0,394,84.0,353,31.0,49.0,16,SF,Isaac Guerendo,0.22938
00-0039364,0.02098,1.0,12.33333,0.04511,2.33333,0.0,0.0,3.0,143,6.0,133,7.0,15.0,17,DET,Sione Vaki,0.02188
00-0039365,0.06,0.66667,13.33333,0.0119,7.0,0.16667,0.0,6.0,100,1.0,84,6.0,15.0,15,SF,Jacob Cowing,0.104
00-0039373,0.01157,1.0,5.4,0.22093,4.07895,0.0,0.17391,5.0,432,76.0,344,26.0,23.0,13,DEN,Audric Estimé,
00-0039376,0.0,,,0.1828,8.64706,0.0,0.0,0.0,178,17.0,93,2.0,4.0,7,NO,Spencer Rattler,0.88143
00-0039379,0.02881,0.42857,3.14286,0.0,,0.0,0.0,7.0,243,0.0,133,15.0,11.0,11,CLE,Jamari Thrash,0.23
00-0039384,0.09677,0.7037,5.25926,0.46715,4.36979,0.10714,0.32258,54.0,558,192.0,411,28.0,31.0,17,NYG,Tyrone Tracy Jr.,0.57353
00-0039386,0.10791,0.6,7.86667,0.0,,0.25,0.0,15.0,139,0.0,99,4.0,6.0,7,NO,Bub Means,0.29714
00-0039391,0.03203,0.55556,6.88889,0.19725,3.60465,0.0,0.05556,9.0,281,43.0,218,11.0,18.0,10,LAC,Kimani Vidal,0.277
00-0039392,0.04615,0.33333,2.66667,0.01408,-5.0,0.0,0.0,3.0,65,1.0,71,8.0,5.0,12,TEN,Jha'Quan Jackson,0.0575
00-0039393,0.0,,,0.25,2.46154,0.0,0.0,0.0,65,13.0,52,1.0,3.0,2,ATL,Jase McClellan,0.15
00-0039394,0.03077,0.5,7.0,0.0,,0.0,0.0,2.0,65,0.0,52,1.0,3.0,12,ATL,Casey Washington,0.01625
00-0039398,0.0,,,0.25926,2.71429,,0.66667,0.0,28,7.0,27,0.0,3.0,1,NE,Joe Milton III,0.95
00-0039407,0.0,,,0.05263,0.0,0.0,0.0,0.0,38,1.0,19,3.0,4.0,10,LV,Dylan Laube,0.004
00-0039410,0.05147,0.71429,7.28571,0.0,,0.0,0.0,14.0,272,0.0,167,19.0,11.0,11,DAL,Ryan Flournoy,0.2
00-0039420,0.02885,0.66667,6.66667,0.0,,0.0,0.0,3.0,104,0.0,77,7.0,8.0,15,NE,Jaheim Bell,0.086
00-0039424,0.12731,0.74545,8.63636,0.0,,0.11538,0.0,55.0,432,0.0,344,26.0,23.0,14,DEN,Devaughn Vele,0.53154
00-0039451,0.16667,0.66667,2.0,0.0,,0.0,0.0,3.0,18,0.0,24,5.0,4.0,9,CIN,Isaiah Williams,0.045
00-0039458,0.0303,0.0,0.0,0.0,,0.0,0.0,1.0,33,0.0,18,2.0,1.0,7,NYJ,Brenden Bates,0.074
00-0039491,0.1442,0.69565,10.3913,0.0,,0.15789,0.0,46.0,319,0.0,259,19.0,25.0,11,CAR,Jalen Coker,0.66364
00-0039521,0.03125,0.0,0.0,0.0,,0.0,0.0,2.0,64,0.0,51,2.0,4.0,2,ARI,Xavier Weaver,0.48
00-0039530,0.06009,0.64286,6.28571,0.0,,0.14286,0.0,14.0,233,0.0,155,7.0,5.0,17,DAL,Brevyn Spann-Ford,0.25529
00-0039543,0.04225,0.33333,2.33333,0.0,,0.25,0.0,3.0,71,0.0,38,4.0,6.0,8,LV,Ramel Keyton,0.085
00-0039573,0.05128,0.5,6.5,0.19048,2.5,0.0,0.0,2.0,39,4.0,21,4.0,1.0,2,DEN,Blake Watson,0.09
00-0039589,0.00917,0.0,0.0,0.02247,5.5,0.06667,0.0,1.0,109,2.0,89,15.0,10.0,5,TB,Kameron Johnson,0.132
00-0039603,0.0,,,0.07143,2.0,0.0,,0.0,43,1.0,14,5.0,0.0,5,HOU,British Brooks,0.024
00-0039611,0.0,,,0.02439,11.0,0.0,0.0,0.0,29,1.0,41,1.0,2.0,17,NO,Matthew Hayball,0.0
00-0039613,0.05714,0.75,5.25,0.0,,0.0,0.0,4.0,70,0.0,51,1.0,3.0,13,NO,Dallin Holker,0.09333
00-0039614,0.0,,,0.02439,-1.0,0.0,0.0,0.0,29,1.0,41,1.0,2.0,4,NO,Jermaine Jackson,0.015
00-0039617,0.09091,0.33333,5.0,0.27778,4.8,0.0,0.0,3.0,33,5.0,18,2.0,1.0,1,CLE,Jacob Kibodi,0.29
00-0039623,0.09028,0.53846,3.80769,0.0,,0.0,0.0,26.0,288,0.0,236,9.0,17.0,11,NO,Mason Tipton,0.49091
00-0039631,0.02703,1.0,5.6,0.0,,0.04348,0.0,5.0,185,0.0,89,23.0,11.0,8,CIN,Cam Grandy,0.13375
00-0039648,0.0303,0.5,3.0,0.0,,0.0,0.0,2.0,66,0.0,50,7.0,4.0,5,TEN,David Martin-Robinson,0.144
00-0039650,0.06081,0.66667,10.55556,0.0,,0.0,0.0,9.0,148,0.0,126,7.0,6.0,10,TEN,Bryce Oliver,0.101
00-0039692,0.0,,,0.03333,2.0,0.0,0.0,0.0,31,1.0,30,4.0,1.0,17,NE,Dell Pettus,0.0
00-0039703,0.02439,1.0,6.0,0.04762,3.0,0.0,0.0,1.0,41,1.0,21,5.0,1.0,3,LA,Cody Schrader,0.03
00-0039731,0.02703,1.0,0.0,0.0,,0.0,,1.0,37,0.0,11,1.0,0.0,17,TEN,JC Latham,1.0
00-0039732,0.00182,1.0,2.0,0.17568,5.74359,0.03226,0.18182,1.0,550,78.0,444,31.0,33.0,18,DEN,Bo Nix,0.98824
00-0039737,0.04192,0.85714,5.28571,0.0,,0.0,0.0,7.0,167,0.0,137,9.0,9.0,17,ARI,Tip Reiman,0.41235
00-0039738,0.01806,0.875,7.25,0.16022,3.56897,0.0,0.17143,8.0,443,58.0,362,34.0,35.0,17,LA,Blake Corum,0.11176
00-0039746,0.03604,1.0,8.75,0.17143,2.73333,0.25,0.0,4.0,111,30.0,175,4.0,22.0,20,PHI,Will Shipley,0.06
00-0039747,0.10588,0.77778,4.55556,0.01887,3.0,0.0,0.0,9.0,85,2.0,106,4.0,6.0,11,PHI,Ainias Smith,0.2
00-0039751,0.14433,0.78571,10.46429,0.01408,6.0,0.11765,0.0,28.0,194,2.0,142,17.0,21.0,17,LA,Jordan Whittington,0.292
00-0039754,0.09524,0.83333,14.66667,0.0,,0.0,0.0,6.0,63,0.0,67,9.0,2.0,5,TB,Devin Culp,0.112
00-0039757,0.01695,0.0,0.0,0.24528,2.53846,0.0,0.33333,1.0,59,13.0,53,1.0,3.0,3,NE,Terrell Jennings,0.19667
00-0039792,0.075,0.33333,7.0,0.0,,0.0,0.0,3.0,40,0.0,73,2.0,4.0,11,BAL,Devontez Walker,0.1
00-0039793,0.079,0.78947,6.44737,0.0,,0.15385,0.0,38.0,481,0.0,298,26.0,33.0,17,SEA,AJ Barner,0.45059
00-0039794,0.04545,0.7037,5.48148,0.25485,3.63043,0.0,0.26316,27.0,594,92.0,361,46.0,19.0,17,NYJ,Braelon Allen,0.26
00-0039796,0.02151,0.0,0.0,0.06993,3.1,0.0,0.0,2.0,93,10.0,143,6.0,10.0,6,BAL,Rasheen Ali,0.07833
00-0039798,0.03727,0.75,6.25,0.15544,5.8,0.02857,0.0,12.0,322,30.0,193,35.0,10.0,17,NYJ,Isaiah Davis,0.1
00-0039810,0.08187,0.28571,7.64286,0.0,,0.1,0.0,14.0,171,0.0,82,20.0,12.0,14,CIN,Jermaine Burton,0.135
00-0039811,0.07692,1.0,3.0,0.11321,2.5,,0.0,1.0,13,6.0,53,0.0,1.0,1,GB,MarShawn Lloyd,0.14
00-0039814,0.08397,0.90909,7.18182,0.0,,0.0,0.0,22.0,262,0.0,185,29.0,21.0,9,CIN,Erick All,0.41889
